Words,Rank,Frequency 
Altman's L.A. mosaic of 22 people in connected episodes. Dazzling and colorful.,11673,1
The documentary &#8220;Algorithms&#8221; follows blind chess players in India and their teacher.,11674,1
The film’s portrayal of farm life as a rugged pastorale lends “The Country Teacher” a foundation of visceral truth.,11675,1
"Tormented teenager with telekinetic powers. Some genuine chills, and what a windup!",11676,1
"Well-rigged, eyefilling tale, solid Arnold,",11677,1
"Does anybody remember this one? Indiana boy gets into New York trouble, flees with girlfriend.",11678,1
"Fast, tangy, Foreign Legion caper. Good fun.",11679,1
“Paris Je T’Aime” could be described as a cinematically literate travel brochure. But the Paris we see is not so prettified that it looks and feels unreal.,11680,1
"If you’re going to make a film as repellent as “Jack Ketchum’s the Girl Next Door,” you had better make sure that your redeeming reasons for doing so are crystal clear.",11681,1
The 2010 campaign to repeal Montana’s legalization of medical marijuana is the subject of the documentary “Code of the West.”,11682,1
Gavin O’Connor’s “Warrior” follows two estranged brothers who are separately preparing for a mixed martial arts tournament.,11683,1
Writer tutors bimbo. Excellent version of Kanin's stage comedy and Judy's Oscar.,11684,1
Coast Guard ice patrollers. Dated but lively.,11685,1
Strained generation-gap caper.,11686,1
Grindingly dull version of Neil Simon's bright stage comedy. Spare yourself.,11687,1
Corporate spy business. Sleek film noir thriller.,11688,1
"Grand, full-rigged old adventure from the Dumas classic. One of the real champs. Pounce.",11689,1
"Whatever your opinion of the Iraq war, Deborah Scranton's documentary is sure to challenge your thinking and disturb your composure.",11690,1
"In &#8220;The Wedding Ringer,&#8221; a comedy directed by Jeremy Garelick, Kevin Hart plays a professional best man for grooms who lack friends.",11691,1
"Trouble on the old Indian-and-oil terrain. Interesting once, rather starchy now.",11692,1
"Boisterous, genial, familiar.",11693,1
"A Rubik’s Cube of shifting sexual orientation and elaborate sex fantasies, “Sloppy Seconds” gathers all the accouterments of soft pornography into a plot of stunning imbecility.",11694,1
Drugs and crime bond foursome. Seedy.,11695,1
"Karloff, loose as a goose.",11696,1
"“The Exiles” is a beautifully photographed slice of down-and-almost-out life, a near-heavenly vision of a near-hell.",11697,1
"Old soldier reminisces about lost love. Tasteful, well acted and extremely moist.",11698,1
“Throw Down Your Heart” chronicles the African pilgrimage of the American banjo virtuoso Béla Fleck in search of the origins of his chosen instrument.,11699,1
"Small-town spinoff of ``Flashdance.'' Some good dancing, though.",11700,1
Soviet version of famed play about country doctor by Chekhov.,11701,1
Gloomy costume drama of unhappy marriage.,11702,1
"The documentary “The American Nurse,” a tribute to the profession, focuses on five who work across life’s spectrum, from labor and delivery to hospice.",11703,1
"Bumbling Inspector Clouseau and sexy maid. Colorful, sassy and frivolous, the best of the Pink Panthers.",11704,1
Spaceship lands on White House lawn. Provocative sci-fi.,11705,1
"Coffee salesman's odyssey to screen stardom. Original, engrossing British allegory.",11706,1
"“The Hills Have Eyes 2” is essentially a catalog of transgressive images, lighted and edited like a heavy-metal video.",11707,1
"The panic in the eyes of Tracy (Evan Rachel Wood), the barely teenaged protagonist of &quot;Thirteen,&quot; will stay with you for a very long time. &quot;Thirteen&quot; treats Tracy's behavior as a fever dream, something viral. This disease eating up her empathy and decency is what she picked up from the effortlessly cool Evie (Nikki Reed), who crashes into Tracy's life and plucks her from an existence of age-appropriate fixations like Barbie dolls. Evie, with the physical confidence of a much older girl, knows exactly how to devastate Tracy; she breezily drops hints that she thinks her new friend is immature. As Evie takes Tracy under her broken wing to remake her, we feel we're watching the protagonist of &quot;Thirteen&quot; undergo the initiations of a new tribe.  The closest  the film comes to a narrative is in following its young central figure straying into sex, drugs and alienation and her sudden detachment from her struggling single mother, Melanie (Holly  Hunter). What we recognize from the stricken look in Melanie's face is the same panic in Tracy's eyes — it's something mother and daughter share, and Ms. Hunter wills this spiritual match-up into existence. The movie has the ebb and flow that comes from material structured as a series of anecdotes —  it doesn't build, and sometimes it feels as cluttered as a 13-year-old's bedroom. But that may be a byproduct of Catherine Hardwicke's attempt to layer incidents that are as far as possible from the weary set of clichés that inform pictures about teens. Ms. Hardwicke, making her directorial debut, works from a screenplay she authored with Ms. Reed, shaped around autobiographical elements from the actress's own life. Usually, the protagonist is the bystander — in &quot;Thirteen,&quot; she's the fuse. — Elvis Mitchell",11708,1
Well-aimed but slow-footed adventure.,11709,1
Another fix-it angel down to earth and a snooty one at that. Very mild.,11710,1
"Slow, contrived, arch puzzler from Britain. Foggy figure skating.",11711,1
"At a New England university, yet.",11712,1
"Haifaa al-Mansour’s “Wadjda” is the story of a spirited 10-year-old Saudi girl discovering the severe limitations placed on women in the name of custom, Islam and family honor.",11713,1
"Poor shoemaker and strong wife, via Lean. Delightful comedy, stolen by de Banzie.",11714,1
Literary dwarf and psychic mother. Glum stuff.,11715,1
"With help from Ice Cube and T-Pain, Bow Wow deals with winning a megapot of money.",11716,1
"Seth Rogen, Anthony Mackie and Joseph Gordon-Levitt star as friends honoring their Christmas Eve tradition of holiday debauchery.",11717,1
“This Is Where I Leave You” stars Jason Bateman as a man who loses his marriage and job and then must gather with his family to mourn for his father.,11718,1
"Mob witness, escort, hit men aboard Canadian train. Graphic suspense, like the '57 original.",11719,1
"All about rats, if that's your thing, but the treatment's too heavy-handed. Not an ideal nightcap.",11720,1
Mock documentary on rap group. Savvy but plotless Spinal Tapping.,11721,1
"A family, its heating-oil business and New York are at the center of J. C. Chandor&#8217;s &#8220;A Most Violent Year.&#8221;",11722,1
Self-described Casanova searches for lost love. Like a blaxploitation Austin Powers.,11723,1
"Street-gang members and social worker. Not the usual lurid pulp, often quite thoughtful. Well played, too.",11724,1
"“Black Sheep” is essentially a silly, grisly elaboration of a simple idea: What if sheep started feasting on human flesh and turning their victims into huge ovine zombies?",11725,1
"The Hollywood kind. One of the brightest of all stardom spoofs, served with relish.",11726,1
Two men invent new sport. Gleefully offensive spoof.,11727,1
"After a violent mugging, a young New York woman moves to Austin, Tex., in search of peace and security in “Loves Her Gun.”",11728,1
"A group of disillusioned Jewish former disciples of Romanian Communism (Vera Farmiga and Mark Strong, among others) cook up a plot to rob a state bank in 1959.",11729,1
Indeed you will.,11730,1
"The director Claire Denis returns to Paris for her new film, “Bastards,” starring Vincent Lindon.",11731,1
"In “Mr. Popper’s Penguins,” Jim Carrey is a divorced businessman who faces more mayhem after he inherits a gaggle of penguins.",11732,1
"Same old swill, for all the wise trimmings.",11733,1
Three chapters from Italy. First and last are grand. No. 2 is a  clinker.,11734,1
"In “The Woman in the Fifth,” Ethan Hawke plays an American novelist in Paris who takes on an odd job and takes up with a mysterious woman.",11735,1
"N.Y. newsboys in 1899 sing, dance, go on strike. Joyless, pointless live-action Disney strikeout.",11736,1
Two women sabotage clan of reclusive novelist. Atmospheric mess from New Zealand. Take it back.,11737,1
The scalpel takes center stage in this horror film from the Soska sisters about appearances and their manipulation.,11738,1
